"","chart_week","current_week","title","performer","last_week","peak_pos","wks_on_chart"
"1","2025-01-04","1","All I Want For Christmas Is You","Mariah Carey","LW","1","PEAK"
"2","2025-01-04","2","Rockin' Around The Christmas Tree","Brenda Lee","LW","2","PEAK"
"3","2025-01-04","3","Last Christmas","Wham!","LW","3","PEAK"
"4","2025-01-04","4","Jingle Bell Rock","Bobby Helms","LW","4","PEAK"
"5","2025-01-04","5","Santa Tell Me","Ariana Grande","LW","9","PEAK"
"6","2025-01-04","6","A Holly Jolly Christmas","Burl Ives","LW","5","PEAK"
"7","2025-01-04","7","It's The Most Wonderful Time Of The Year","Andy Williams","LW","7","PEAK"
"8","2025-01-04","8","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","LW","8","PEAK"
"9","2025-01-04","9","Underneath The Tree","Kelly Clarkson","LW","10","PEAK"
"10","2025-01-04","10","The Christmas Song (Merry Christmas To You)","Nat ""King"" Cole","LW","14","PEAK"
"11","2025-01-04","11","Feliz Navidad","Jose Feliciano","LW","16","PEAK"
"12","2025-01-04","12","It's Beginning To Look A Lot Like Christmas","Michael Buble","LW","15","PEAK"
"13","2025-01-04","13","Sleigh Ride","The Ronettes","LW","17","PEAK"
"14","2025-01-04","14","Run Rudolph Run","Chuck Berry","LW","21","PEAK"
"15","2025-01-04","15","Christmas (Baby Please Come Home)","Darlene Love","LW","23","PEAK"
"16","2025-01-04","16","It's Beginning To Look A Lot Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra","LW","24","PEAK"
"17","2025-01-04","17","Die With A Smile","Lady Gaga & Bruno Mars","LW","6","PEAK"
"18","2025-01-04","18","Jingle Bells","Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins","LW","27","PEAK"
"19","2025-01-04","19","White Christmas (1947)","Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra","LW","28","PEAK"
"20","2025-01-04","20","Deck The Halls","Nat King Cole","LW","31","PEAK"
"21","2025-01-04","21","Blue Christmas","Elvis Presley","LW","36","PEAK"
"22","2025-01-04","22","Santa Baby","Eartha Kitt With Henri Rene And His Orchestra","LW","37","PEAK"
"23","2025-01-04","23","Here Comes Santa Claus (Right Down Santa Claus Lane)","Gene Autry","LW","35","PEAK"
"24","2025-01-04","24","A Bar Song (Tipsy)","Shaboozey","LW","13","PEAK"
"25","2025-01-04","25","Little Saint Nick","The Beach Boys","LW","43","PEAK"
"26","2025-01-04","26","Wonderful Christmastime","Paul McCartney","LW","39","PEAK"
"27","2025-01-04","27","Luther","Kendrick Lamar & SZA","LW","11","PEAK"
"28","2025-01-04","28","Birds Of A Feather","Billie Eilish","LW","18","PEAK"
"29","2025-01-04","29","Please Come Home For Christmas","Eagles","LW","49","PEAK"
"30","2025-01-04","30","Rudolph The Red-Nosed Reindeer","Gene Autry & The Pinafores","LW","48","PEAK"
"31","2025-01-04","31","Christmastime Is Here","Vince Guaraldi Trio","LW","46","PEAK"
"32","2025-01-04","32","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","12","PEAK"
"33","2025-01-04","33","That's So True","Gracie Abrams","LW","19","PEAK"
"34","2025-01-04","34","APT.","ROSE & Bruno Mars","LW","22","PEAK"
"35","2025-01-04","35RE-ENTRY","This Christmas","Donny Hathaway","LW","-","PEAK"
"36","2025-01-04","36RE-ENTRY","Baby It's Cold Outside","Dean Martin","LW","-","PEAK"
"37","2025-01-04","37","Holly Jolly Christmas","Michael Buble","LW","-","PEAK"
"38","2025-01-04","38RE-ENTRY","Merry Christmas","Ed Sheeran & Elton John","LW","-","PEAK"
"39","2025-01-04","39","Like It's Christmas","Jonas Brothers","LW","50","PEAK"
"40","2025-01-04","40RE-ENTRY","You're A Mean One, Mr. Grinch","Thurl Ravenscroft","LW","-","PEAK"
"41","2025-01-04","41","Taste","Sabrina Carpenter","LW","26","PEAK"
"42","2025-01-04","42RE-ENTRY","Mistletoe","Justin Bieber","LW","-","PEAK"
"43","2025-01-04","43","Snowman","Sia","LW","-","PEAK"
"44","2025-01-04","44","Squabble Up","Kendrick Lamar","LW","20","PEAK"
"45","2025-01-04","45","30 For 30","SZA With Kendrick Lamar","LW","-","PEAK"
"46","2025-01-04","46","Espresso","Sabrina Carpenter","LW","30","PEAK"
"47","2025-01-04","47","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","29","PEAK"
"48","2025-01-04","48","Winter Wonderland","Darlene Love","LW","-","PEAK"
"49","2025-01-04","49RE-ENTRY","Happy Holiday / The Holiday Season","Andy Williams","LW","-","PEAK"
"50","2025-01-04","50","You Make It Feel Like Christmas","Gwen Stefani Featuring Blake Shelton","LW","-","PEAK"
"51","2025-01-04","51","Timeless","The Weeknd & Playboi Carti","LW","32","PEAK"
"52","2025-01-04","52","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","34","PEAK"
"53","2025-01-04","53","Love Somebody","Morgan Wallen","LW","38","PEAK"
"54","2025-01-04","54","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","45","PEAK"
"55","2025-01-04","55","BMF","SZA","LW","-","PEAK"
"56","2025-01-04","56","Christmas Magic","Laufey","LW","67","PEAK"
"57","2025-01-04","57","High Road","Koe Wetzel & Jessie Murph","LW","51","PEAK"
"58","2025-01-04","58","Sailor Song","Gigi Perez","LW","52","PEAK"
"59","2025-01-04","59","Drive","SZA","LW","-","PEAK"
"60","2025-01-04","60","Bed Chem","Sabrina Carpenter","LW","55","PEAK"
"61","2025-01-04","61","Messy","Lola Young","LW","54","PEAK"
"62","2025-01-04","62","Diamond Boy (DTM)","SZA","LW","-","PEAK"
"63","2025-01-04","63","Scorsese Baby Daddy","SZA","LW","-","PEAK"
"64","2025-01-04","64","What Do I Do","SZA","LW","-","PEAK"
"65","2025-01-04","65","Wind Up Missin' You","Tucker Wetmore","LW","58","PEAK"
"66","2025-01-04","66","Like Him","Tyler, The Creator Featuring Lola Young","LW","56","PEAK"
"67","2025-01-04","67","Pink Pony Club","Chappell Roan","LW","62","PEAK"
"68","2025-01-04","68","Tu Boda","Oscar Maydon & Fuerza Regida","LW","61","PEAK"
"69","2025-01-04","69","No More Hiding","SZA","LW","-","PEAK"
"70","2025-01-04","70","Crybaby","SZA","LW","-","PEAK"
"71","2025-01-04","71","Kitchen","SZA","LW","-","PEAK"
"72","2025-01-04","72","I Never Lie","Zach Top","LW","66","PEAK"
"73","2025-01-04","73","Another Life","SZA","LW","-","PEAK"
"74","2025-01-04","74","No One Noticed","The Marias","LW","64","PEAK"
"75","2025-01-04","75","Defying Gravity","Cynthia Erivo Featuring Ariana Grande","LW","59","PEAK"
"76","2025-01-04","76","It's Ok I'm Ok","Tate McRae","LW","68","PEAK"
"77","2025-01-04","77","Indigo","Sam Barber Featuring Avery Anna","LW","65","PEAK"
"78","2025-01-04","78","Run Rudolph Run","Mark Ambor","LW","-","PEAK"
"79","2025-01-04","79","Love Me 4 Me","SZA","LW","-","PEAK"
"80","2025-01-04","80","Chill Baby","SZA","LW","-","PEAK"
"81","2025-01-04","81","My Turn","SZA","LW","-","PEAK"
"82","2025-01-04","82","Hey Now","Kendrick Lamar Featuring Dody6","LW","60","PEAK"
"83","2025-01-04","83","Que Pasaria...","Rauw Alejandro & Bad Bunny","LW","69","PEAK"
"84","2025-01-04","84","Liar","Jelly Roll","LW","74","PEAK"
"85","2025-01-04","85","Residuals","Chris Brown","LW","82","PEAK"
"86","2025-01-04","86","Help Me","Real Boston Richey","LW","79","PEAK"
"87","2025-01-04","87","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","76","PEAK"
"88","2025-01-04","88","Holiday Road","Kesha","LW","-","PEAK"
"89","2025-01-04","89","Santa Baby","Laufey","LW","-","PEAK"
"90","2025-01-04","90","Wacced Out Murals","Kendrick Lamar","LW","63","PEAK"
"91","2025-01-04","91","Dancing In The Flames","The Weeknd","LW","81","PEAK"
"92","2025-01-04","92","Empty Out Your Pockets","Juice WRLD","LW","72","PEAK"
"93","2025-01-04","93","Heart Of A Woman","Summer Walker","LW","83","PEAK"
"94","2025-01-04","94","4x4xU","Lainey Wilson","LW","75","PEAK"
"95","2025-01-04","95","Good News","Shaboozey","LW","77","PEAK"
"96","2025-01-04","96","Dos Dias","Tito Double P & Peso Pluma","LW","88","PEAK"
"97","2025-01-04","97","25","Rod Wave","LW","94","PEAK"
"98","2025-01-04","98","Popular","Ariana Grande","LW","73","PEAK"
"99","2025-01-04","99","Think I'm In Love With You","Chris Stapleton","LW","89","PEAK"
"100","2025-01-04","100","Peekaboo","Kendrick Lamar Featuring AzChike","LW","71","PEAK"
"101","2025-01-11","1","Die With A Smile","Lady Gaga & Bruno Mars","LW","17","PEAK"
"102","2025-01-11","2","A Bar Song (Tipsy)","Shaboozey","LW","24","PEAK"
"103","2025-01-11","3","Birds Of A Feather","Billie Eilish","LW","28","PEAK"
"104","2025-01-11","4RE-ENTRY","Lose Control","Teddy Swims","LW","-","PEAK"
"105","2025-01-11","5","APT.","ROSE & Bruno Mars","LW","34","PEAK"
"106","2025-01-11","6","That's So True","Gracie Abrams","LW","33","PEAK"
"107","2025-01-11","7","Luther","Kendrick Lamar & SZA","LW","27","PEAK"
"108","2025-01-11","8","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","47","PEAK"
"109","2025-01-11","9","Espresso","Sabrina Carpenter","LW","46","PEAK"
"110","2025-01-11","10","Taste","Sabrina Carpenter","LW","41","PEAK"
"111","2025-01-11","11","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","32","PEAK"
"112","2025-01-11","12RE-ENTRY","Beautiful Things","Benson Boone","LW","-","PEAK"
"113","2025-01-11","13","Love Somebody","Morgan Wallen","LW","53","PEAK"
"114","2025-01-11","14RE-ENTRY","Too Sweet","Hozier","LW","-","PEAK"
"115","2025-01-11","15","Timeless","The Weeknd & Playboi Carti","LW","51","PEAK"
"116","2025-01-11","16","Squabble Up","Kendrick Lamar","LW","44","PEAK"
"117","2025-01-11","17RE-ENTRY","Good Luck, Babe!","Chappell Roan","LW","-","PEAK"
"118","2025-01-11","18","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","52","PEAK"
"119","2025-01-11","19RE-ENTRY","Stargazing","Myles Smith","LW","-","PEAK"
"120","2025-01-11","20RE-ENTRY","Not Like Us","Kendrick Lamar","LW","-","PEAK"
"121","2025-01-11","21","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","54","PEAK"
"122","2025-01-11","22","30 For 30","SZA With Kendrick Lamar","LW","45","PEAK"
"123","2025-01-11","23","High Road","Koe Wetzel & Jessie Murph","LW","57","PEAK"
"124","2025-01-11","24RE-ENTRY","Who","Jimin","LW","-","PEAK"
"125","2025-01-11","25","Messy","Lola Young","LW","61","PEAK"
"126","2025-01-11","26RE-ENTRY","Please Please Please","Sabrina Carpenter","LW","-","PEAK"
"127","2025-01-11","27","Smile","Morgan Wallen","LW","-","PEAK"
"128","2025-01-11","28RE-ENTRY","I Am Not Okay","Jelly Roll","LW","-","PEAK"
"129","2025-01-11","29","BMF","SZA","LW","55","PEAK"
"130","2025-01-11","30RE-ENTRY","Million Dollar Baby","Tommy Richman","LW","-","PEAK"
"131","2025-01-11","31","Wind Up Missin' You","Tucker Wetmore","LW","65","PEAK"
"132","2025-01-11","32","Bed Chem","Sabrina Carpenter","LW","60","PEAK"
"133","2025-01-11","33","Sailor Song","Gigi Perez","LW","58","PEAK"
"134","2025-01-11","34RE-ENTRY","Lies Lies Lies","Morgan Wallen","LW","-","PEAK"
"135","2025-01-11","35RE-ENTRY","Wildflower","Billie Eilish","LW","-","PEAK"
"136","2025-01-11","36","Pink Pony Club","Chappell Roan","LW","67","PEAK"
"137","2025-01-11","37","Like Him","Tyler, The Creator Featuring Lola Young","LW","66","PEAK"
"138","2025-01-11","38","I Never Lie","Zach Top","LW","72","PEAK"
"139","2025-01-11","39","Liar","Jelly Roll","LW","84","PEAK"
"140","2025-01-11","40","I'm Gonna Love You","Cody Johnson & Carrie Underwood","LW","87","PEAK"
"141","2025-01-11","41","Scorsese Baby Daddy","SZA","LW","63","PEAK"
"142","2025-01-11","42","Tu Boda","Oscar Maydon & Fuerza Regida","LW","68","PEAK"
"143","2025-01-11","43RE-ENTRY","I Love You, I'm Sorry","Gracie Abrams","LW","-","PEAK"
"144","2025-01-11","44","It's Ok I'm Ok","Tate McRae","LW","76","PEAK"
"145","2025-01-11","45","4x4xU","Lainey Wilson","LW","94","PEAK"
"146","2025-01-11","46","No One Noticed","The Marias","LW","74","PEAK"
"147","2025-01-11","47","Good News","Shaboozey","LW","95","PEAK"
"148","2025-01-11","48","Indigo","Sam Barber Featuring Avery Anna","LW","77","PEAK"
"149","2025-01-11","49","Defying Gravity","Cynthia Erivo Featuring Ariana Grande","LW","75","PEAK"
"150","2025-01-11","50","Loco","Neton Vega","LW","-","PEAK"
"151","2025-01-11","51","Drive","SZA","LW","59","PEAK"
"152","2025-01-11","52","Que Pasaria...","Rauw Alejandro & Bad Bunny","LW","83","PEAK"
"153","2025-01-11","53","Think I'm In Love With You","Chris Stapleton","LW","99","PEAK"
"154","2025-01-11","54RE-ENTRY","Guy For That","Post Malone Featuring Luke Combs","LW","-","PEAK"
"155","2025-01-11","55","Dancing In The Flames","The Weeknd","LW","91","PEAK"
"156","2025-01-11","56","Hey Now","Kendrick Lamar Featuring Dody6","LW","82","PEAK"
"157","2025-01-11","57","Help Me","Real Boston Richey","LW","86","PEAK"
"158","2025-01-11","58","Residuals","Chris Brown","LW","85","PEAK"
"159","2025-01-11","59RE-ENTRY","Am I Okay?","Megan Moroney","LW","-","PEAK"
"160","2025-01-11","60","Diamond Boy (DTM)","SZA","LW","62","PEAK"
"161","2025-01-11","61RE-ENTRY","I Ain't Sayin'","Jordan Davis","LW","-","PEAK"
"162","2025-01-11","62","What Do I Do","SZA","LW","64","PEAK"
"163","2025-01-11","63","Heart Of A Woman","Summer Walker","LW","93","PEAK"
"164","2025-01-11","64","Another Life","SZA","LW","73","PEAK"
"165","2025-01-11","65RE-ENTRY","Bad Dreams","Teddy Swims","LW","-","PEAK"
"166","2025-01-11","66RE-ENTRY","No Pole","Don Toliver","LW","-","PEAK"
"167","2025-01-11","67","Empty Out Your Pockets","Juice WRLD","LW","92","PEAK"
"168","2025-01-11","68","Dos Dias","Tito Double P & Peso Pluma","LW","96","PEAK"
"169","2025-01-11","69RE-ENTRY","Close To You","Gracie Abrams","LW","-","PEAK"
"170","2025-01-11","70","Popular","Ariana Grande","LW","98","PEAK"
"171","2025-01-11","71","Crybaby","SZA","LW","70","PEAK"
"172","2025-01-11","72","Wacced Out Murals","Kendrick Lamar","LW","90","PEAK"
"173","2025-01-11","73RE-ENTRY","Diet Pepsi","Addison Rae","LW","-","PEAK"
"174","2025-01-11","74RE-ENTRY","Apple","Charli xcx","LW","-","PEAK"
"175","2025-01-11","75","Boys Back Home","Dylan Marlowe & Dylan Scott","LW","-","PEAK"
"176","2025-01-11","76","25","Rod Wave","LW","97","PEAK"
"177","2025-01-11","77","Kitchen","SZA","LW","71","PEAK"
"178","2025-01-11","78","Peekaboo","Kendrick Lamar Featuring AzChike","LW","100","PEAK"
"179","2025-01-11","79RE-ENTRY","Burning Down","Alex Warren","LW","-","PEAK"
"180","2025-01-11","80RE-ENTRY","Disease","Lady Gaga","LW","-","PEAK"
"181","2025-01-11","81RE-ENTRY","Shake Dat Ass (Twerk Song)","BossMan Dlow","LW","-","PEAK"
"182","2025-01-11","82RE-ENTRY","Gang Baby","NLE Choppa","LW","-","PEAK"
"183","2025-01-11","83RE-ENTRY","Khe?","Rauw Alejandro & Romeo Santos","LW","-","PEAK"
"184","2025-01-11","84RE-ENTRY","Brokey","Latto","LW","-","PEAK"
"185","2025-01-11","85RE-ENTRY","Rosones","Tito Double P","LW","-","PEAK"
"186","2025-01-11","86RE-ENTRY","Juno","Sabrina Carpenter","LW","-","PEAK"
"187","2025-01-11","87","Nadie","Tito Double P","LW","-","PEAK"
"188","2025-01-11","88RE-ENTRY","What Is This Feeling?","Ariana Grande & Cynthia Erivo","LW","-","PEAK"
"189","2025-01-11","89RE-ENTRY","El Club","Bad Bunny","LW","-","PEAK"
"190","2025-01-11","90RE-ENTRY","Dodger Blue","Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch","LW","-","PEAK"
"191","2025-01-11","91","Pitorro de Coco","Bad Bunny","LW","-","PEAK"
"192","2025-01-11","92RE-ENTRY","The Largest","BigXthaPlug","LW","-","PEAK"
"193","2025-01-11","93RE-ENTRY","Wondering Why","The Red Clay Strays","LW","-","PEAK"
"194","2025-01-11","94","Ends Of The Earth","Ty Myers","LW","-","PEAK"
"195","2025-01-11","95","Chill Baby","SZA","LW","80","PEAK"
"196","2025-01-11","96RE-ENTRY","Holy Smokes","Bailey Zimmerman","LW","-","PEAK"
"197","2025-01-11","97RE-ENTRY","High Road","Zach Bryan","LW","-","PEAK"
"198","2025-01-11","98RE-ENTRY","On One Tonight","Gunna","LW","-","PEAK"
"199","2025-01-11","99RE-ENTRY","St. Chroma","Tyler, The Creator Featuring Daniel Caesar","LW","-","PEAK"
"200","2025-01-11","100","Cowboy Songs","George Birge","LW","-","PEAK"
"201","2025-01-18","1","Die With A Smile","Lady Gaga & Bruno Mars","LW","1","PEAK"
"202","2025-01-18","2","A Bar Song (Tipsy)","Shaboozey","LW","2","PEAK"
"203","2025-01-18","3","Birds Of A Feather","Billie Eilish","LW","3","PEAK"
"204","2025-01-18","4","Smile","Morgan Wallen","LW","27","PEAK"
"205","2025-01-18","5","APT.","ROSE & Bruno Mars","LW","5","PEAK"
"206","2025-01-18","6","Lose Control","Teddy Swims","LW","4","PEAK"
"207","2025-01-18","7","Luther","Kendrick Lamar & SZA","LW","7","PEAK"
"208","2025-01-18","8","That's So True","Gracie Abrams","LW","6","PEAK"
"209","2025-01-18","9","I Had Some Help","Post Malone Featuring Morgan Wallen","LW","8","PEAK"
"210","2025-01-18","10","Espresso","Sabrina Carpenter","LW","9","PEAK"
"211","2025-01-18","11","TV Off","Kendrick Lamar Featuring Lefty Gunplay","LW","11","PEAK"
"212","2025-01-18","12","Taste","Sabrina Carpenter","LW","10","PEAK"
"213","2025-01-18","13","Love Somebody","Morgan Wallen","LW","13","PEAK"
"214","2025-01-18","14","Beautiful Things","Benson Boone","LW","12","PEAK"
"215","2025-01-18","15","Timeless","The Weeknd & Playboi Carti","LW","15","PEAK"
"216","2025-01-18","16","Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future","LW","-","PEAK"
"217","2025-01-18","17","Too Sweet","Hozier","LW","14","PEAK"
"218","2025-01-18","18","Sticky","Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne","LW","18","PEAK"
"219","2025-01-18","19","Squabble Up","Kendrick Lamar","LW","16","PEAK"
"220","2025-01-18","20","Stargazing","Myles Smith","LW","19","PEAK"
"221","2025-01-18","21","Good Luck, Babe!","Chappell Roan","LW","17","PEAK"
"222","2025-01-18","22","30 For 30","SZA With Kendrick Lamar","LW","22","PEAK"
"223","2025-01-18","23","Not Like Us","Kendrick Lamar","LW","20","PEAK"
"224","2025-01-18","24","Messy","Lola Young","LW","25","PEAK"
"225","2025-01-18","25","High Road","Koe Wetzel & Jessie Murph","LW","23","PEAK"
"226","2025-01-18","26","Whatchu Kno About Me","GloRilla & Sexyy Red","LW","21","PEAK"
"227","2025-01-18","27","Nuevayol","Bad Bunny","LW","-","PEAK"
"228","2025-01-18","28","Baile Inolvidable","Bad Bunny","LW","-","PEAK"
"229","2025-01-18","29","Tweaker","GELO","LW","-","PEAK"
"230","2025-01-18","30","Sailor Song","Gigi Perez","LW","33","PEAK"
"231","2025-01-18","31","Wind Up Missin' You","Tucker Wetmore","LW","31","PEAK"
"232","2025-01-18","32","Please Please Please","Sabrina Carpenter","LW","26","PEAK"
"233","2025-01-18","33","I Am Not Okay","Jelly Roll","LW","28","PEAK"
"234","2025-01-18","34","BMF","SZA","LW","29","PEAK"
"235","2025-01-18","35","Bed Chem","Sabrina Carpenter","LW","32","PEAK"
"236","2025-01-18","36","Voy A Llevarte Pa PR","Bad Bunny","LW","-","PEAK"
"237","2025-01-18","37","El Club","Bad Bunny","LW","89","PEAK"
"238","2025-01-18","38","DTMF","Bad Bunny","LW","-","PEAK"
"239","2025-01-18","39","Who","Jimin","LW","24","PEAK"
"240","2025-01-18","40","Million Dollar Baby","Tommy Richman","LW","30","PEAK"
"241","2025-01-18","41","Wildflower","Billie Eilish","LW","35","PEAK"
"242","2025-01-18","42","Lies Lies Lies","Morgan Wallen","LW","34","PEAK"
"243","2025-01-18","43","Velda","Bad Bunny, Omar Courtz & Dei V","LW","-","PEAK"
"244","2025-01-18","44","By Myself","Lil Baby & Rylo Rodriguez Featuring Rod Wave","LW","-","PEAK"
"245","2025-01-18","45","Perfumito Nuevo","Bad Bunny & RaiNao","LW","-","PEAK"
"246","2025-01-18","46","Like Him","Tyler, The Creator Featuring Lola Young","LW","37","PEAK"
"247","2025-01-18","47","Pink Pony Club","Chappell Roan","LW","36","PEAK"
"248","2025-01-18","48","No One Noticed","The Marias","LW","46","PEAK"
"249","2025-01-18","49","Liar","Jelly Roll","LW","39","PEAK"
"250","2025-01-18","50","Outfit","Lil Baby & 21 Savage","LW","-","PEAK"
"251","2025-01-18","51","Stuff","Lil Baby Featuring Travis Scott","LW","-","PEAK"
